Count,Hash,Compared Hash,Last Release,Next Release,Author's Name,Author's Date,Author's Date Short,Subject,Commit Message,Merge Commit,Merge Conflict,Files Changed,Insertions,Deletions,Sample Files,Sample Modified,Sample Added,Sample Deleted
1589,e84651e5289a43872ba5c64a5ca705102851da92,c67eb0343a52acc0783259847aeb2ba99d81e82a,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Jake Wharton","2016-06-22T03:19:38-04:00","2016-06-22","Use DisposableHelper and SubscriptionHelper to reduce duplication. (#4058)","Use DisposableHelper and SubscriptionHelper to reduce duplication. (#4058)

A lot of operators contained their own marker instance and class definition of Disposable or Subscription. This changes almost all of them to use the shared instance provided by their respetive helper class. Some duplication still exists but can be cleaned up in a subsequent change.",0,0,46 ,192 ,1076 ,"src/main/java/io/reactivex/disposables/RefCountDisposable.java src/main/java/io/reactivex/internal/operators/flowable/FlowableAmb.java src/main/java/io/reactivex/internal/operators/flowable/FlowableBufferTimed.java src/main/java/io/reactivex/internal/operators/flowable/FlowableCombineLatest.java src/main/java/io/reactivex/internal/operators/flowable/FlowableDebounce.java src/main/java/io/reactivex/internal/operators/flowable/FlowableDebounceTimed.java src/main/java/io/reactivex/internal/operators/flowable/FlowableFlatMap.java src/main/java/io/reactivex/internal/operators/flowable/FlowablePublish.java src/main/java/io/reactivex/internal/operators/flowable/FlowableSamplePublisher.java src/main/java/io/reactivex/internal/operators/flowable/FlowableSwitchMap.java src/main/java/io/reactivex/internal/operators/flowable/FlowableThrottleFirstTimed.java src/main/java/io/reactivex/internal/operators/flowable/FlowableTimeout.java src/main/java/io/reactivex/internal/operators/flowable/FlowableTimeoutTimed.java src/main/java/io/reactivex/internal/operators/flowable/FlowableWindowBoundary.java src/main/java/io/reactivex/internal/operators/flowable/FlowableWindowBoundarySelector.java ","src/main/java/io/reactivex/disposables/RefCountDisposable.java src/main/java/io/reactivex/internal/operators/flowable/FlowableAmb.java src/main/java/io/reactivex/internal/operators/flowable/FlowableBufferTimed.java src/main/java/io/reactivex/internal/operators/flowable/FlowableCombineLatest.java src/main/java/io/reactivex/internal/operators/flowable/FlowableDebounce.java src/main/java/io/reactivex/internal/operators/flowable/FlowableDebounceTimed.java src/main/java/io/reactivex/internal/operators/flowable/FlowableFlatMap.java src/main/java/io/reactivex/internal/operators/flowable/FlowablePublish.java src/main/java/io/reactivex/internal/operators/flowable/FlowableSamplePublisher.java src/main/java/io/reactivex/internal/operators/flowable/FlowableSwitchMap.java src/main/java/io/reactivex/internal/operators/flowable/FlowableThrottleFirstTimed.java src/main/java/io/reactivex/internal/operators/flowable/FlowableTimeout.java src/main/java/io/reactivex/internal/operators/flowable/FlowableTimeoutTimed.java src/main/java/io/reactivex/internal/operators/flowable/FlowableWindowBoundary.java src/main/java/io/reactivex/internal/operators/flowable/FlowableWindowBoundarySelector.java ","","src/main/java/io/reactivex/internal/subscriptions/DisposableSubscription.java "
1590,cce5bc59da3dafa16ea1a3ab0d3ddd4040820693,e84651e5289a43872ba5c64a5ca705102851da92,v1.0.14-1-g639cbc529,v2.0.0-RC1,"David Karnok","2016-06-22T10:02:10+02:00","2016-06-22","2.x: cleanup a few additional SubscriptionHelper locations (#4059)","2.x: cleanup a few additional SubscriptionHelper locations (#4059)

",0,0,3 ,59 ,23 ,"src/main/java/io/reactivex/internal/operators/flowable/FlowableWithLatestFrom.java src/main/java/io/reactivex/internal/subscriptions/SubscriptionHelper.java src/main/java/io/reactivex/subscribers/AsyncSubscriber.java ","src/main/java/io/reactivex/internal/operators/flowable/FlowableWithLatestFrom.java src/main/java/io/reactivex/internal/subscriptions/SubscriptionHelper.java src/main/java/io/reactivex/subscribers/AsyncSubscriber.java ","",""
1591,4925f6d601fc093c4f9031e2d7ce673c00af2512,cce5bc59da3dafa16ea1a3ab0d3ddd4040820693,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Jake Wharton","2016-06-22T11:45:08-04:00","2016-06-22","Remove second type parameter from Subject and FlowProcessor. (#4069)","Remove second type parameter from Subject and FlowProcessor. (#4069)

",0,0,27 ,124 ,128 ,"src/main/java/io/reactivex/processors/AsyncProcessor.java src/main/java/io/reactivex/processors/BehaviorProcessor.java src/main/java/io/reactivex/processors/FlowProcessor.java src/main/java/io/reactivex/processors/PublishProcessor.java src/main/java/io/reactivex/processors/ReplayProcessor.java src/main/java/io/reactivex/processors/SerializedProcessor.java src/main/java/io/reactivex/processors/UnicastProcessor.java src/main/java/io/reactivex/subjects/AsyncSubject.java src/main/java/io/reactivex/subjects/BehaviorSubject.java src/main/java/io/reactivex/subjects/PublishSubject.java src/main/java/io/reactivex/subjects/ReplaySubject.java src/main/java/io/reactivex/subjects/SerializedSubject.java src/main/java/io/reactivex/subjects/Subject.java src/main/java/io/reactivex/subjects/UnicastSubject.java src/test/java/io/reactivex/flowable/ObservableNullTests.java ","src/main/java/io/reactivex/processors/AsyncProcessor.java src/main/java/io/reactivex/processors/BehaviorProcessor.java src/main/java/io/reactivex/processors/FlowProcessor.java src/main/java/io/reactivex/processors/PublishProcessor.java src/main/java/io/reactivex/processors/ReplayProcessor.java src/main/java/io/reactivex/processors/SerializedProcessor.java src/main/java/io/reactivex/processors/UnicastProcessor.java src/main/java/io/reactivex/subjects/AsyncSubject.java src/main/java/io/reactivex/subjects/BehaviorSubject.java src/main/java/io/reactivex/subjects/PublishSubject.java src/main/java/io/reactivex/subjects/ReplaySubject.java src/main/java/io/reactivex/subjects/SerializedSubject.java src/main/java/io/reactivex/subjects/Subject.java src/main/java/io/reactivex/subjects/UnicastSubject.java src/test/java/io/reactivex/flowable/ObservableNullTests.java ","",""
1592,593c17d2b48bccbc00639174d349972185d0f7c2,4925f6d601fc093c4f9031e2d7ce673c00af2512,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Jake Wharton","2016-06-22T12:18:06-04:00","2016-06-22","Inline last uses of caching DisposableHelper's constant. (#4071)","Inline last uses of caching DisposableHelper's constant. (#4071)

",0,0,2 ,5 ,9 ,"src/main/java/io/reactivex/disposables/RefCountDisposable.java src/main/java/io/reactivex/internal/operators/observable/NbpOperatorWithLatestFrom.java ","src/main/java/io/reactivex/disposables/RefCountDisposable.java src/main/java/io/reactivex/internal/operators/observable/NbpOperatorWithLatestFrom.java ","",""
1593,4ccfe9bc79c4adbf61f6fc0072cb5ec98c446237,593c17d2b48bccbc00639174d349972185d0f7c2,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Jake Wharton","2016-06-22T12:19:54-04:00","2016-06-22","Dereference atomic ref before identity comparison. (#4072)","Dereference atomic ref before identity comparison. (#4072)

This returns false 100% of the time otherwise.",0,0,1 ,1 ,1 ,"src/main/java/io/reactivex/internal/subscribers/observable/NbpDisposableSubscriber.java ","src/main/java/io/reactivex/internal/subscribers/observable/NbpDisposableSubscriber.java ","",""
1594,2a1cdc2e1505361248c8d0d74ae32b8d2bd4baa5,4ccfe9bc79c4adbf61f6fc0072cb5ec98c446237,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Jake Wharton","2016-06-22T12:55:10-04:00","2016-06-22","Merge SerialDisposable and MultipleAssignmentDisposable. (#4070)","Merge SerialDisposable and MultipleAssignmentDisposable. (#4070)

",0,0,18 ,100 ,205 ,"src/main/java/io/reactivex/Scheduler.java src/main/java/io/reactivex/disposables/MultipleAssignmentDisposable.java src/main/java/io/reactivex/disposables/SerialDisposable.java src/main/java/io/reactivex/flowables/BlockingFlowable.java src/main/java/io/reactivex/internal/operators/completable/CompletableTimer.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeRedo.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeRepeat.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeRepeatUntil.java src/main/java/io/reactivex/internal/operators/observable/NbpOperatorOnErrorNext.java src/main/java/io/reactivex/internal/operators/single/SingleDelay.java src/main/java/io/reactivex/internal/operators/single/SingleFlatMap.java src/main/java/io/reactivex/internal/operators/single/SingleResumeNext.java src/main/java/io/reactivex/internal/operators/single/SingleTimer.java src/main/java/io/reactivex/observables/BlockingObservable.java src/test/java/io/reactivex/completable/CompletableTest.java ","src/main/java/io/reactivex/Scheduler.java src/main/java/io/reactivex/disposables/MultipleAssignmentDisposable.java src/main/java/io/reactivex/disposables/SerialDisposable.java src/main/java/io/reactivex/flowables/BlockingFlowable.java src/main/java/io/reactivex/internal/operators/completable/CompletableTimer.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeRedo.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeRepeat.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeRepeatUntil.java src/main/java/io/reactivex/internal/operators/observable/NbpOperatorOnErrorNext.java src/main/java/io/reactivex/internal/operators/single/SingleDelay.java src/main/java/io/reactivex/internal/operators/single/SingleFlatMap.java src/main/java/io/reactivex/internal/operators/single/SingleResumeNext.java src/main/java/io/reactivex/internal/operators/single/SingleTimer.java src/main/java/io/reactivex/observables/BlockingObservable.java src/test/java/io/reactivex/completable/CompletableTest.java ","","src/main/java/io/reactivex/disposables/MultipleAssignmentDisposable.java src/test/java/io/reactivex/disposables/MultipleAssignmentDisposableTest.java "
1595,7f8c37ea13fd661f4bbb001c4770b3e355126ba9,2a1cdc2e1505361248c8d0d74ae32b8d2bd4baa5,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Jake Wharton","2016-06-22T14:08:02-04:00","2016-06-22","Use more DisposableHelper and SubscriptionHelper in operators. (#4074)","Use more DisposableHelper and SubscriptionHelper in operators. (#4074)

",0,0,9 ,19 ,68 ,"src/main/java/io/reactivex/internal/operators/flowable/FlowableAmb.java src/main/java/io/reactivex/internal/operators/flowable/FlowableCombineLatest.java src/main/java/io/reactivex/internal/operators/flowable/FlowableFlatMap.java src/main/java/io/reactivex/internal/operators/flowable/FlowablePublish.java src/main/java/io/reactivex/internal/operators/flowable/FlowableSwitchMap.java src/main/java/io/reactivex/internal/operators/flowable/FlowableWithLatestFrom.java src/main/java/io/reactivex/internal/operators/observable/NbpOperatorSwitchMap.java src/main/java/io/reactivex/internal/subscribers/flowable/DisposableSubscriber.java src/main/java/io/reactivex/internal/subscribers/observable/NbpDisposableSubscriber.java ","src/main/java/io/reactivex/internal/operators/flowable/FlowableAmb.java src/main/java/io/reactivex/internal/operators/flowable/FlowableCombineLatest.java src/main/java/io/reactivex/internal/operators/flowable/FlowableFlatMap.java src/main/java/io/reactivex/internal/operators/flowable/FlowablePublish.java src/main/java/io/reactivex/internal/operators/flowable/FlowableSwitchMap.java src/main/java/io/reactivex/internal/operators/flowable/FlowableWithLatestFrom.java src/main/java/io/reactivex/internal/operators/observable/NbpOperatorSwitchMap.java src/main/java/io/reactivex/internal/subscribers/flowable/DisposableSubscriber.java src/main/java/io/reactivex/internal/subscribers/observable/NbpDisposableSubscriber.java ","",""
1596,5f7b2e1ad82ce96feace440156c314bd068b3376,7f8c37ea13fd661f4bbb001c4770b3e355126ba9,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Jake Wharton","2016-06-22T15:46:21-04:00","2016-06-22","Some small tweaks to Disposables. (#4076)","Some small tweaks to Disposables. (#4076)

* Use BooleanDisposable for Runnables.
* Change BooleanDisposable to use null for disposed instead of keeping a marker instance.
* Eliminate static factory for CompositeDisposable since its constructors are already public.",0,0,2 ,19 ,57 ,"src/main/java/io/reactivex/disposables/BooleanDisposable.java src/main/java/io/reactivex/disposables/Disposables.java ","src/main/java/io/reactivex/disposables/BooleanDisposable.java src/main/java/io/reactivex/disposables/Disposables.java ","",""
1597,f06aaeba79ccfc5dfd08521ecae527081b9f6acf,5f7b2e1ad82ce96feace440156c314bd068b3376,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Jake Wharton","2016-06-22T16:28:06-04:00","2016-06-22","Re-use the single empty Disposable instance everywhere. (#4078)","Re-use the single empty Disposable instance everywhere. (#4078)

",0,0,2 ,4 ,13 ,"src/main/java/io/reactivex/disposables/Disposables.java src/main/java/io/reactivex/internal/disposables/NbpFullArbiter.java ","src/main/java/io/reactivex/disposables/Disposables.java src/main/java/io/reactivex/internal/disposables/NbpFullArbiter.java ","",""
1598,66ce4d52181c3e36fbfd07bbb6781c389b6bd49e,f06aaeba79ccfc5dfd08521ecae527081b9f6acf,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Jake Wharton","2016-06-22T17:10:24-04:00","2016-06-22","Replace custom empty Disposables with global instance. (#4080)","Replace custom empty Disposables with global instance. (#4080)

",0,0,2 ,4 ,14 ,"src/main/java/io/reactivex/internal/operators/flowable/FlowableTimer.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeTimerOnceSource.java ","src/main/java/io/reactivex/internal/operators/flowable/FlowableTimer.java src/main/java/io/reactivex/internal/operators/observable/NbpOnSubscribeTimerOnceSource.java ","",""
1599,f32454c7c3e26c04b6ebdf3b98035eb0ed7d8251,66ce4d52181c3e36fbfd07bbb6781c389b6bd49e,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Jake Wharton","2016-06-23T02:51:26-04:00","2016-06-23","Do not leak the DISPOSED marker instance into public API. (#4081)","Do not leak the DISPOSED marker instance into public API. (#4081)

If this were to be used by public code it could have have Very Bad™ effects by causing operators to think that they already disposed resources when they actually had not. Since `Disposable` is stateless it's safe for `disposed()` and `empty()` to be synonymous, although that might change in the future so both methods are retained.",0,0,2 ,5 ,1 ,"src/main/java/io/reactivex/disposables/Disposables.java src/main/java/io/reactivex/internal/disposables/DisposableHelper.java ","src/main/java/io/reactivex/disposables/Disposables.java src/main/java/io/reactivex/internal/disposables/DisposableHelper.java ","",""
1600,df7832325610cd5fb80fb3517015537b8e0176eb,f32454c7c3e26c04b6ebdf3b98035eb0ed7d8251,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Jake Wharton","2016-06-23T03:00:52-04:00","2016-06-23","More uses of SubscriptionHelper. (#4084)","More uses of SubscriptionHelper. (#4084)

",0,0,2 ,11 ,44 ,"src/main/java/io/reactivex/internal/subscribers/flowable/LambdaSubscriber.java src/main/java/io/reactivex/internal/subscribers/flowable/SubscriberResourceWrapper.java ","src/main/java/io/reactivex/internal/subscribers/flowable/LambdaSubscriber.java src/main/java/io/reactivex/internal/subscribers/flowable/SubscriberResourceWrapper.java ","",""
1601,0dadfe371184630a1bf81f4ffe9bf0d7daeeaee3,df7832325610cd5fb80fb3517015537b8e0176eb,v1.0.14-1-g639cbc529,v2.0.0-RC1,"Jake Wharton","2016-06-23T03:04:22-04:00","2016-06-23","Normalize request validation using SubscriptionHelper. (#4087)","Normalize request validation using SubscriptionHelper. (#4087)

",0,0,10 ,27 ,38 ,"src/main/java/io/reactivex/internal/operators/flowable/FlowableCount.java src/main/java/io/reactivex/internal/operators/flowable/FlowableElementAt.java src/main/java/io/reactivex/internal/operators/flowable/FlowableIntervalRange.java src/main/java/io/reactivex/internal/operators/flowable/FlowableOnBackpressureLatest.java src/main/java/io/reactivex/internal/operators/flowable/FlowableTimer.java src/main/java/io/reactivex/internal/operators/flowable/FlowableToList.java src/main/java/io/reactivex/internal/operators/flowable/FlowableZip.java src/main/java/io/reactivex/internal/subscriptions/ScalarAsyncSubscription.java src/main/java/io/reactivex/internal/subscriptions/ScalarSubscription.java src/main/java/io/reactivex/processors/AsyncProcessor.java ","src/main/java/io/reactivex/internal/operators/flowable/FlowableCount.java src/main/java/io/reactivex/internal/operators/flowable/FlowableElementAt.java src/main/java/io/reactivex/internal/operators/flowable/FlowableIntervalRange.java src/main/java/io/reactivex/internal/operators/flowable/FlowableOnBackpressureLatest.java src/main/java/io/reactivex/internal/operators/flowable/FlowableTimer.java src/main/java/io/reactivex/internal/operators/flowable/FlowableToList.java src/main/java/io/reactivex/internal/operators/flowable/FlowableZip.java src/main/java/io/reactivex/internal/subscriptions/ScalarAsyncSubscription.java src/main/java/io/reactivex/internal/subscriptions/ScalarSubscription.java src/main/java/io/reactivex/processors/AsyncProcessor.java ","",""
